iter	MultiClass
268	0.07971193579
269	0.0795026708
270	0.07930691228
271	0.07902214983
272	0.07879497645
273	0.07863672997
274	0.07808250173
275	0.07794719145
276	0.07774845912
277	0.07741090662
278	0.07729016493
279	0.07707649156
280	0.07688106762
281	0.07652260278
282	0.07628733312
283	0.07597682609
284	0.07568009652
285	0.07549048974
286	0.07538287658
287	0.07512415958
288	0.07487306317
289	0.07471381828
290	0.07452515259
291	0.07411033227
292	0.0739011105
293	0.07367687138
294	0.0734960548
295	0.07336293601
296	0.07276842407
297	0.07224826016
298	0.07219529661
299	0.07197316466
300	0.0718125452
301	0.07166163818
302	0.07156788008
303	0.07143401436
304	0.07133455342
305	0.07082288202
306	0.07070285293
307	0.07066445088
308	0.07051680427
309	0.07013439349
310	0.06994348191
311	0.0698455863
312	0.06958275799
313	0.06937190672
314	0.06917311421
315	0.06909945016
316	0.06887815276
317	0.06867821385
318	0.06819280875
319	0.06798389855
320	0.06786845736
321	0.06760741418
322	0.067460587
323	0.06729574811
324	0.06708150854
325	0.06686887045
326	0.06670967704
327	0.06659997665
328	0.06652761252
329	0.06643340353
330	0.06620698687
331	0.06609364131
332	0.06556721866
333	0.06549089395
334	0.06509846061
335	0.06489058609
336	0.06475388442
337	0.06441102361
338	0.06431721265
339	0.0640901199
340	0.06387665522
341	0.06366691771
342	0.06354976658
343	0.06342219892
344	0.06326080527
345	0.06311816589
346	0.06290995353
347	0.06277598368
348	0.06246200537
349	0.0624138912
350	0.06197027986
351	0.06183580632
352	0.06155755144
353	0.06122337361
354	0.0611108705
355	0.06098924756
356	0.06086867955
357	0.06063402616
358	0.06045797322
359	0.06014492994
360	0.06011079855
361	0.0600698643
362	0.0599087556
363	0.05986227605
364	0.0597345411
365	0.0596086347
366	0.0595402789
367	0.05950182514
368	0.05944189397
369	0.05940085112
370	0.05928540633
371	0.05912496026
372	0.05905614195
373	0.0589442776
374	0.05863993785
375	0.0583544627
376	0.05830515894
377	0.05822626765
378	0.05812900105
379	0.05805052841
380	0.05796021583
381	0.05778019228
382	0.05775532216
383	0.05764530722
384	0.05743048517
385	0.05726452884
386	0.05714785385
387	0.0570394017
388	0.05694948228
389	0.05689250907
390	0.05675142169
391	0.05665300176
392	0.05653649641
393	0.05644750778
394	0.05608328579
395	0.05592898535
396	0.0558547861
397	0.05563459968
398	0.05553475876
399	0.05545720516
400	0.05538752391
401	0.05517109491
402	0.05512300295
403	0.05504232423
404	0.0549678705
405	0.05489924908
406	0.05464984459
407	0.05448047274
408	0.05442265018
409	0.05416979485
410	0.05411653392
411	0.05409379747
412	0.05403738843
413	0.05383046975
414	0.05337761009
415	0.0528375157
416	0.05276982989
417	0.05264406119
418	0.05260291377
419	0.05252246684
420	0.05240419258
421	0.05223607175
422	0.05211551268
423	0.05201015325
424	0.05187759641
425	0.05185496114
426	0.05179262593
427	0.05157140946
428	0.0514839776
429	0.05124730711
430	0.05115962603
431	0.05105165889
432	0.05099698473
433	0.05086178
434	0.05078073117
435	0.05056693211
436	0.05051958541
437	0.05049734727
438	0.05043383845
439	0.05036126686
440	0.05027062572
441	0.05020530887
442	0.05000377897
443	0.04990213777
444	0.04977749464
445	0.04964120759
446	0.04949548486
447	0.0494308401
448	0.04939068458
449	0.04936257823
450	0.04930766941
451	0.04924330134
452	0.04917271116
453	0.04911149498
454	0.04906873922
455	0.04897652277
456	0.04891694749
457	0.04863248733
458	0.04850421688
459	0.04841748874
460	0.04837744462
461	0.04832956309
462	0.04824296392
463	0.04814119531
464	0.04802536017
465	0.04798446498
466	0.04794265088
467	0.04786487745
468	0.04778993796
469	0.047712536
470	0.04764664075
471	0.04750629199
472	0.04746425754
473	0.04737377866
474	0.04730647025
475	0.04724363786
476	0.0471820385
477	0.04708301261
478	0.04700884086
479	0.04694093351
480	0.04691037828
481	0.04680691158
482	0.04672743797
483	0.04669997479
484	0.04661910078
485	0.0465594059
486	0.04649745292
487	0.04647883727
488	0.04640893044
489	0.04638687711
490	0.04625915066
491	0.04586690972
492	0.04582622273
493	0.04570643047
494	0.04565947546
495	0.04563050917
496	0.04557170618
497	0.04548691526
498	0.04540454214
499	0.04488637568
500	0.04477147009
501	0.04468222447
502	0.04464574132
503	0.04455660986
504	0.04444918779
505	0.04441196224
506	0.04434684975
507	0.04431775318
508	0.04428948708
509	0.04422610384
510	0.04416607596
511	0.04410003703
512	0.04403584402
513	0.04398223524
514	0.04391980408
515	0.04385806822
516	0.0436808046
517	0.04363933907
518	0.04361374755
519	0.04340164
520	0.04335610784
521	0.04326607214
522	0.04319485067
523	0.04315508273
524	0.04313060352
525	0.04302986164
526	0.04297284837
527	0.04290999997
528	0.04287422463
529	0.04277715091
530	0.0427062004
531	0.04263918534
532	0.04253645306
533	0.04243743465
534	0.04237868908
535	0.04236351559
536	0.04232275157
537	0.0422111291
538	0.0421394472
539	0.0421002237
540	0.04207076934
541	0.04193988959
542	0.04191349967
543	0.04185441457
544	0.04173396094
545	0.04164727939
546	0.0415966471
547	0.0415494601
548	0.04152229441
549	0.04149223884
550	0.04143534292
551	0.04133112528
552	0.04127182071
553	0.04122780089
554	0.04116833581
555	0.04112649997
556	0.04109036929
557	0.04101696243
558	0.04096688043
559	0.04091671499
560	0.04072032741
561	0.04065789909
562	0.04061384823
563	0.04058769931
564	0.04051875138
565	0.04043893218
566	0.04024825929
567	0.04018123353
568	0.04012570902
569	0.04005109798
570	0.03995236335
571	0.03986961038
572	0.03982960832
573	0.03978388209
574	0.03962837855
575	0.03958199735
576	0.0394690584
577	0.03943884505
578	0.03939037869
579	0.03923129476
580	0.03917288355
581	0.0391398509
582	0.03910447838
583	0.03902820724
584	0.03888565125
585	0.0388486793
586	0.0388285101
587	0.03875068296
588	0.03863646545
589	0.03859385561
590	0.03854351045
591	0.03833043906
592	0.03828579134
593	0.03821262615
594	0.03815650434
595	0.03807284903
596	0.03789111003
597	0.03785339248
598	0.03781715969
599	0.03776613731
600	0.03765033594
601	0.03761494914
602	0.03758099149
603	0.03755249533
604	0.03747589208
605	0.03743317973
606	0.0374001716
607	0.03737829597
608	0.03732177916
609	0.03721406969
610	0.03720068834
611	0.0370164903
612	0.0368552203
613	0.03680337593
614	0.03674594976
615	0.03667361846
616	0.03662316971
617	0.03654411468
618	0.0364394051
619	0.03637395589
620	0.03632360903
621	0.03627067702
622	0.03622305611
623	0.03618530632
624	0.0361470718
625	0.03612065548
626	0.03609640974
627	0.03601498239
628	0.0359590423
629	0.03592134786
630	0.03590976724
631	0.03581780575
632	0.0357727285
633	0.03571222839
634	0.03565289408
635	0.0355879792
636	0.03556294318
637	0.03550240845
638	0.0354617561
639	0.03539517032
640	0.03528301918
641	0.03525169724
642	0.03512092172
643	0.03507870275
644	0.03505005017
645	0.03495917598
646	0.03491923998
647	0.03487842255
648	0.03482094084
649	0.03477846616
650	0.0347415151
651	0.03470206948
652	0.03466561577
653	0.03458523386
654	0.03454724328
655	0.03446762119
656	0.0344208541
657	0.03438307552
658	0.03434064981
659	0.03422224648
660	0.03420598469
661	0.03417784713
662	0.03412596286
663	0.03407706532
664	0.03404102565
665	0.03398602995
666	0.03390086855
667	0.03387996169
668	0.03382102098
669	0.03378781662
670	0.03360946851
671	0.03353911354
672	0.03351750466
673	0.03344707759
674	0.03343117141
675	0.03339054402
676	0.03337957931
677	0.03335067982
678	0.03334115732
679	0.03329734178
680	0.03325427577
681	0.03316101665
682	0.03311662805
683	0.03309453927
684	0.03304197029
685	0.03296999237
686	0.0328927968
687	0.03287004261
688	0.0328097502
689	0.03279194074
690	0.03271379776
691	0.03269120295
692	0.03253792016
693	0.03248582654
694	0.03236936807
695	0.03233256346
696	0.0322996559
697	0.03223846472
698	0.03220680845
699	0.03209128614
700	0.03204889324
701	0.03197025518
702	0.03193636555
703	0.0318969372
704	0.03181282002
705	0.03172451222
706	0.03170371392
707	0.03167392833
708	0.0316167171
709	0.03159835429
710	0.03153310932
711	0.03143240547
712	0.03136247435
713	0.03134282814
714	0.03129150809
715	0.03119851094
716	0.03118072139
717	0.03113872279
718	0.03105090431
719	0.03099723021
720	0.03096602288
721	0.03091231053
722	0.03088420358
723	0.0308230345
724	0.03081299782
725	0.03073529534
726	0.0306438108
727	0.03061404196
728	0.03058390859
729	0.03048149834
730	0.03047597962
731	0.03039385851
732	0.03035784044
733	0.0303380838
734	0.03033246088
735	0.03029658365
736	0.03028722243
737	0.03026678356
738	0.03023409379
739	0.0301850872
740	0.0301524842
741	0.03013944578
742	0.0300982326
743	0.03000328508
744	0.02993279233
745	0.02990870485
746	0.02984480543
747	0.0298000366
748	0.02976386964
749	0.02970344607
750	0.02966570658
751	0.02961654747
752	0.02960051808
753	0.02958794993
754	0.02954549742
755	0.02952252336
756	0.02949869772
757	0.02948336014
758	0.02944877363
759	0.02940602055
760	0.02938450209
761	0.02935809662
762	0.02932393086
763	0.02924642458
764	0.02920781949
765	0.02918274725
766	0.02916743778
767	0.02906450522
768	0.02901081056
769	0.02894667923
770	0.0289182263
771	0.02883968712
772	0.02880049294
773	0.02875073749
774	0.02870460813
775	0.02865616333
776	0.02859851603
777	0.02859291617
778	0.02854697767
779	0.02849242043
780	0.02843870039
781	0.02841371697
782	0.02835735786
783	0.02833737465
784	0.02831087098
785	0.02827624433
786	0.02823147989
787	0.02818532365
788	0.02814317193
789	0.02810594793
790	0.0280815954
791	0.02801964784
792	0.02794629086
793	0.02789617913
794	0.02786492319
795	0.02784840433
796	0.02780578454
797	0.02778152921
798	0.02769547751
799	0.02766311478
800	0.02763653598
801	0.0276093053
802	0.02759397412
803	0.02757174833
804	0.02755524363
805	0.02749809802
806	0.02744991974
807	0.02743999385
808	0.02743454418
809	0.02739135429
810	0.0273775073
811	0.02734897415
812	0.02731121738
813	0.02726696964
814	0.02722576332
815	0.02719425849
816	0.02715521498
817	0.02713573127
818	0.02704428272
819	0.02700148771
820	0.02696804189
821	0.02694216824
822	0.02691419485
823	0.02686388439
824	0.02684869055
825	0.02681524431
826	0.02678383966
827	0.02676320613
828	0.02665611349
829	0.02663884076
830	0.02657107986
831	0.02653009807
832	0.02642088308
833	0.02640782004
834	0.02637533238
835	0.02634671393
836	0.02632671986
837	0.02623736197
838	0.02620651502
839	0.02619198218
840	0.02617564015
841	0.02614228184
842	0.02610953862
843	0.02607617629
844	0.02605404655
845	0.02602788917
846	0.02599069033
847	0.02594809319
848	0.02592756325
849	0.02589871348
850	0.02585285909
851	0.02582081638
852	0.0257751865
853	0.02572102875
854	0.02566758017
855	0.02564995841
856	0.02563999883
857	0.02561144051
858	0.02555631747
859	0.0255401138
860	0.02552160171
861	0.02536985865
862	0.02535036265
863	0.02532515718
864	0.02530021923
865	0.02528237636
866	0.02525802409
867	0.02523784698
868	0.02520586924
869	0.02519137895
870	0.02512914781
871	0.02495346414
872	0.02494229804
873	0.02490578081
874	0.02483391317
875	0.0247964065
876	0.02475957966
877	0.02474738737
878	0.02472185562
879	0.02468991166
880	0.02465351943
881	0.02460487052
882	0.02450982644
883	0.0244902077
884	0.02444797474
885	0.02440638941
886	0.02437105265
887	0.0243528668
888	0.02433217778
889	0.02429898246
890	0.02426709534
891	0.02425864085
892	0.02422122414
893	0.02419423883
894	0.02416022739
895	0.02413875474
896	0.02408546846
897	0.02404798942
898	0.02403173645
899	0.0239416806
900	0.02381037924
901	0.02378574921
902	0.02374800426
903	0.02372890996
904	0.02371491044
905	0.02369355657
906	0.02367737672
907	0.0236567168
908	0.02364243886
909	0.02363285571
910	0.02361614306
911	0.02358559825
912	0.02356272335
913	0.0235005575
914	0.02348556726
915	0.02346216652
916	0.02341190265
917	0.02339965814
918	0.02338304959
919	0.02336721433
920	0.02333988382
921	0.02328197838
922	0.02325688267
923	0.02324492344
924	0.02323249294
925	0.02320572566
926	0.02316485115
927	0.023143288
928	0.02310771784
929	0.02308220347
930	0.02307796506
931	0.02300429878
932	0.02298661201
933	0.02295571076
934	0.02294441161
935	0.02291071443
936	0.02289537387
937	0.02286117034
938	0.02281460806
939	0.0228040684
940	0.02276135549
941	0.02271833726
942	0.02269884539
943	0.02268568441
944	0.02264799548
945	0.02264144705
946	0.02262036152
947	0.02259069116
948	0.02257261815
949	0.02256458694
950	0.0225545007
951	0.02250793759
952	0.02249703716
953	0.02248562114
954	0.02246616368
955	0.02243440335
956	0.02242349155
957	0.02241303255
958	0.02239804431
959	0.02237698254
960	0.02235584698
961	0.022340582
962	0.02231643572
963	0.02229877121
964	0.02228569265
965	0.02216947276
966	0.02215522789
967	0.02213657863
968	0.02209154891
969	0.0220644973
970	0.02202787639
971	0.02200339284
972	0.02198941913
973	0.02196114175
974	0.02193589898
975	0.02190424076
976	0.02187389289
977	0.021847648
978	0.02178812095
979	0.02176732116
980	0.02171796681
981	0.02169806678
982	0.02166645093
983	0.02165421274
984	0.02162765999
985	0.02161614748
986	0.02159535095
987	0.02154731088
988	0.02152512416
989	0.02150934927
990	0.0214980965
991	0.0214926439
992	0.02147518448
993	0.02145980734
994	0.02143555089
995	0.0214316639
996	0.0213722795
997	0.02135099342
998	0.02130766527
999	0.02125207829
